categoria,codigo,nombre,descripcion
OTROS,N062240,"LFD 55' VIDEO WALL 500 NITS",""
OTROS,PREOC,"Examenes preocupacionales",""
OTROS,CTAPARTJLD,"Cuenta particular J Diez","Cuenta Particular socios"
OTROS,N062242,"TV 32'",""
OTROS,N080908,"DH PFB121W SOPORTE ARTICULADO",""
OTROS,N080909,"DHM-MAE-D200 BASE ACOPLAMIENTO",""
OTROS,N080912,"LCD DHL-FJ ACCESORIOS LCD VIDEOWALL",""
OTROS,N080913,"LS-E-L BARRA P/VIDEWALL",""
OTROS,N080917,"MP06 INTERCOMUNICADOR 2 VIAS",""
OTROS,N080918,"MPT320 TERMINAL MOVIL ",""
OTROS,N080919,"NVR5216-8P-I/L",""
OTROS,N080921,"NVR608-32-4KS",""
OTROS,N062243,"KIT TECLADO Y MOUSE INALAMBRICO",""
OTROS,N080922,"MANGUERA  ½'",""
OTROS,N080923,"TOKEN ePASS2003",""
OTROS,N080925,"CERRADURA PUERTA ",""
OTROS, N080928,"REMACHE POP",""
OTROS,N080937,"ALAMBRE NEGRO",""
OTROS,N080940,"FILM STRETCH SIN CONO",""
OTROS,N080941,"SUPERBOARD 15mm - 1,20x2,40mts",""
OTROS,OB ENACOM,"OBRA ENACOM",""
OTROS,N090111,"Matafuegos",""
OTROS,N030350,"BUSCAPOLO 140mm",""
OTROS,N080945,"RIEL DIN 35mm x1mt.",""
OTROS,N080946,"CAÑO ESTRUC. 2'x1,6mm",""
OTROS,TENDRED,"TASA MUNICIPAL TENDIDO RED TV","TASA MUNICIPAL TENDIDO RED TV"
OTROS,TISSH,"Tasa por Inspección Seguridad Salubridad e Higiene",""
OTROS,N080951,"MOLDURA MADERA x3mts",""
OTROS,N080954,"ESMALTE SINTETICO",""
OTROS,N080956,"ESTAÑO 40% 1,2mm x 1,5mts",""
OTROS,N080957,"BOTIN DE SEGURIDAD (PAR)",""
OTROS,N080960,"FICHA HEMBRA",""
OTROS,N030357,"SOLDADOR ESTAÑO TIPO LAPIZ",""
OTROS,N080961,"PALLET ARLOG",""
OTROS,N080963,"TIJERA",""
OTROS,N080964,"BORRADOR PIZZARRA VIDRIO",""
OTROS,N080965,"MATAFUEGOS",""
OTROS,N080966,"OJO DE BUEY LUMINOSO",""
OTROS,N080967,"FAJA LUMBAR",""
OTROS,N080969,"CANILLA MONOCOMADO FRIA",""
OTROS,N080971,"CAMISA JEANS",""
OTROS,N080972,"PANTALON JEANS",""
OTROS,N080973,"CHOMPA PIQUE",""
OTROS,N030360,"KIT DESTORNILLADORES PERILLEROS",""
OTROS,ANTPERS,"ANTICIPOS AL PERSONAL",""
OTROS,PRESTPER,"PRESTAMOS AL PERSONAL",""
OTROS,N080975,"FUSIBLE 10 Amp.",""
OTROS,N080976,"PORTA FUSIBLE",""
OTROS,N040519,"ECUALIZADOR DE LINEA 08DB ",""
OTROS,EMBARGO SUELDOS,"EMBARGO SUELDOS","EMBARGO SUELDOS"
OTROS,N080977,"ESTAÑO",""
OTROS,N062247,"PLACA DE RED PCI",""
OTROS,N020470,"ADAPT. ENCHUFE MIX A REDONDO",""
OTROS,N080980,"UNION 1/2'",""
OTROS,N080983,"SELLAROSCA",""
OTROS,N040225,"AP CNPILOT E502S-11AC-30º",""
OTROS,N080984,"RECIBOS USARES 1825 CARBONICO QUIMICO",""
OTROS,N080985,"BIBLIORATO",""
OTROS,RCOS,"RECUPERO OBRA SOCIAL",""
OTROS,N062250,"IMPRESORA","IMPORTADO"
OTROS,N080988,"RESMAS",""
OTROS,N080989,"Conjunto de tablilla metalicas de 2300x1000mm",""
OTROS,PERSONAL,"PERSONAL 3ROS",""
OTROS,N080990,"GRUPO ELECTROGENO CUMMINS C45 D5 4",""
OTROS,10104,"AREA PROTEGIDA","SERVICIO DE ASISTENCIA MEDICA PARA USUARIOS EN EL LOCAL"
OTROS,N062254,"IMPRESORA BROTHER HL-L6400DW",""
OTROS,N062256,"DRUM ALT",""
OTROS,SOPORTE IP,"SOPORTE IP CLASE C",""
OTROS,DISTRIBUCION,"SERV DE DISTRIBUCION DE FC Y REVISTAS",""
OTROS,N030102,"MARCADOR AL ACEITE PUNTA REDONDA COLOR BLANCO",""
OTROS,CCCGO,"PLATAFORMA CCC GO",""
OTROS,N080995,"TABLERO DE TRANSFERENCIA P/GRUPO ELECTROG.",""
OTROS,N080996,"FRATACHO C/GOMA ESPUMA",""
OTROS,N080997,"FRATACHO METALICO",""
OTROS,ARRIENDO,"ARRIENDO","ARRIENDO OPERATIVOS"
OTROS,N080998,"BARNIZ",""
OTROS,OBRA SOCIAL,"ADICIONAL OBRA SOCIAL","ADICIONAL OS DESCONTADA A EMPLEADO"
OTROS,OPERATIVOS,"OTROS COSTOS OPERATIVOS",""
OTROS,CONTENIDO,"ACTUALIZACION DE CONTENIDOS WEB",""
OTROS,XLM,"METADATA PLATAFORMA CCC GO",""
OTROS,FEE,"BUSCADOR DE PROGRAMACION WEB",""
OTROS,ABL,"INST DE EQUIPO DE GPS EN MOVILES","EQUIPOS EN COMODATO"
OTROS,N081000,"CAÑO CORRUGADO",""
OTROS,AVPUB,"AVISOS PUBLICITARIOS",""
OTROS,N040521,"ECUALIZADOR DE LINEA 20DB NACIONAL",""
OTROS,N040522,"TORNIQUETE Nº 3",""
OTROS,N040523,"TORNIQUETE Nº 7",""
OTROS,N040524,"TORNIQUETE DOBLE",""
OTROS,N081008,"PILETA DE PISO",""
OTROS,N081009,"MASILLA",""
OTROS,N081014,"PLACA DE YESO",""
OTROS,N081015,"CAJA LUZ P/ EMPOTRAR",""
OTROS,N081018,"TUBO MULTICAPA",""
OTROS,N062261,"Micro Intel Xeon Silver 4214R 2.4GHz",""
OTROS,I062261,"Micro Intel Xeon Silver 4214R 2.4GHz-IMPORTADO",""
OTROS,N081021,"LANA DE VIDRIO",""
OTROS,N081022,"MALLA P/SOPORTE ASILANTE",""
OTROS,N081023,"CERAMICO",""
OTROS,N081027,"PASTINA",""
OTROS,N081028,"PUERTAS",""
OTROS,N081029,"BOCA DE ACCESO CLOACAL ",""
OTROS,N081030,"TIRAFONDO",""
OTROS,N040525,"AMPLIFIC. DE LINEA 750",""
OTROS,N081039,"Etoken et5110+ (Level 2)",""
OTROS,N081040,"Etoken et5110+ (Level 3)",""
OTROS,N030367,"KIT PINZAS BRUSELAS",""
OTROS,N081044,"RODILLO",""
OTROS,N081045,"INODORO",""
OTROS,N081046,"PINTURA",""
OTROS,N081047,"KIT AUXILIO P/AUTOMOVIL",""
OTROS,N030369,"ESPATULA",""
OTROS,N030372,"DESMALEZADORA",""
OTROS,N081048,"Capacitores de 20µf v 600 Volt",""
OTROS,N081049,"BOMBA DE AGUA CENTRIFUGA",""
OTROS,N040527,"BARRA DE ANCLAJE","IMPORTADO"
OTROS,N020501,"DECODER IDS",""
OTROS,N081057,"MEMBRANA IMPERMEABLE ",""
OTROS,VtaCCC,"Deudores por Venta CCC","Abonados columbo"
OTROS,N081058,"CIRCUITO INTEGRADO",""
OTROS,N010775,"REPRODUCTO DVD - USB",""
OTROS,N081060,"CAPA P/LLUVIA",""
OTROS,N081064,"ELEMENTO DE AMARRE 1004",""
OTROS,N081065,"ELEMENTO DE AMARRE ANTICAIDA 3001/2",""
OTROS,N081066,"ELEMENTO DE AMARRE ANTICAIDA 3008/2",""
OTROS,N081068,"GAFAS DE SEGURIDAD",""
OTROS,N081069,"CHALECO SEGURIDAD VIAL ",""
OTROS,N081071,"ELEMENTO DE AMARRE CODIGO 1015",""
OTROS,N081072,"BOTIQUIN",""
OTROS,N081073,"BARBIJO DESCARTABLES",""
OTROS,N081074,"AEROSOL PINTURA AZUL 440 CM.TERSUAVE ",""
OTROS,N081075,"AEROSOL PINTURA BLANCA 440 CM.TERSUAVE",""
OTROS,N062262,"PEN DRIVE 16 GB",""
OTROS,N081087,"FUSIBLE 15 Amp.",""
OTROS,N020518,"JUNUO TV STICK",""
OTROS,I020518,"JUNUO TV STICK-IMPORTADO",""
OTROS,N081092,"CLIP",""
OTROS,N081093,"ALAMBRE 12",""
OTROS,N081094,"ALAMBRE 18/19",""
OTROS,N081095,"BROCHES",""
OTROS,N062263,"MICRO PROCESADOR INTEL CORE I7 ",""
OTROS,N081096,"ARTICULO C/DESCRIPCION EN PARTIDA",""
OTROS,N081099,"KIT MICROFONO INALAMBRICO",""
OTROS,N040546,"MÓDULO SUBTRONCAL MAGNAVOX PHILIPS",""
OTROS,N081100,"DRUM / UNIDAD DE IMAGEN P/IMPRESORA",""
OTROS,N081101,"MEDIA SOMBRA",""
OTROS,N020522,"MASTIL DE 2 MTS","PARA ANTENA AIRE"
OTROS,N020523,"ADAPTADOR USB A HDM",""
OTROS,N040548,"MODULO CON DESCRIPCIÓN EN PARTIDA",""
OTROS,N040549,"NODO CON DESCRIPCION EN PARTIDA",""
OTROS,N081103,"RECIBO",""
OTROS,N081104,"MINA LAPIZ",""
OTROS,N081105,"CARPETA",""
OTROS,N081107,"REGLA",""
OTROS,N081109,"CARBONICO",""
OTROS,N081111,"BROCHE NEPACO",""
OTROS,N081112,"ROLLO DE PAPEL P/CALCULADORA",""
OTROS,N081114,"PEGAMENTO EN BARRA",""
OTROS,N081102,"SOBRE",""
OTROS,N081119,"ANTIOXIDO",""
OTROS,N030379,"OSCILOSCOPIO",""
OTROS,N030381,"KIT TUBOS x25 Pzs. C/CRICKET 1/2'",""
OTROS,N081125,"MALLA DESOLDANTE",""
OTROS,N081126,"ROLLO PAPEL P/FAX",""
OTROS,N020525,"FILTRO PASABANDA LTE DE UHF",""
OTROS,N081131,"CAJA ESTANCO 20X20",""
OTROS,N081132,"CAÑO",""
OTROS,N081133,"CODO",""
OTROS,N081134,"UNION DOBLE",""
OTROS,N081136,"CANALETA",""
OTROS,N081137,"CAPACITOR 20UF /440V",""
OTROS,N010736,"GUIA DE ONDA ",""
OTROS,N081138,"SELLADOR",""
OTROS,N081139,"CAPACITOR",""
OTROS,N081140,"DIODO",""
OTROS,N081141,"MOSFET IRF840",""
OTROS,CERT,"Certificaciones Bces",""
OTROS,N081143,"ART. VARIOS DE LIMPIEZA",""
OTROS,N062264,"PLACA MADRE",""
OTROS,N062268,"PLACA DE VIDEO",""
OTROS,MORA,"RECARGO POR MORA",""
OTROS,N081144,"PERFIL",""
OTROS,N081145,"MICROFONO P/PODCASTS",""
OTROS,N081147,"SOPORTE PIE P/MICROFONO",""
OTROS,N081149,"PLACA PCI 7 PUERTOS USB",""
OTROS,N081153,"TRIPODE C/SOPORTE P/CELULAR",""
OTROS,N081150,"LIBROS SOCIETARIOS",""
OTROS,N020529,"MASTIL DE 3 MTS",""
OTROS,N020530,"BOOSTER UHF 4G REG 19-34DB 12-24VDC",""
OTROS,N081151,"MOSFET Irfp360lc Irfp360 400V 23A",""
OTROS,N081152,"MOSFET Irlr3705z Irlr3705 Lr3705z 55 V",""
OTROS,N081156,"CONSOLA CONTROL P/STREAMING - 15 TECLAS",""
OTROS,N081157,"FICHA CANON Xlr MACHO y HEMBRA (xPar)",""
OTROS,N081158,"ACEITE EN AEROSOL",""
OTROS,N081159,"GRASA EN AEROSOL",""
OTROS,N081160,"GRASA DISIPADORA DE CALOR",""
OTROS,MEDICINA LABORAL,"MEDICINA LABORAL","MEDICINA LABORAL"
OTROS,N081162,"CEPILLO",""
OTROS,N081163,"FILM STRETCH 10cm",""
OTROS,N081164,"VARILLA ROSCADA",""
OTROS,N081165,"CONTADORA DE BILLETES",""
OTROS,N081168,"ALARGUE USB M/H",""
OTROS,N081169,"AURICULAR",""
OTROS,N040558,"PLANCHUELA PERFORADA 0.25M",""
OTROS,N030036,"PERTIGA",""
OTROS,N081170,"CONTACFLUX - FLUX",""
OTROS,N020052,"UNIFI AP OUTDOOR",""
OTROS,BOLD,"Licenciamiento de módulos para app Go Tv",""
OTROS,N081171,"TOTEM DE EMERGENCIA",""
OTROS,N081173,"PORTALAMPARA",""
OTROS,N030386,"ALARGUE ELECTRICO 10 MTS",""
OTROS,N030388,"GATO HIDRAULICO",""
OTROS,N081178,"NEUMATICO - CUBIERTAS",""
OTROS,N030389,"MACHO P/ROSCAR",""
OTROS,N030390,"PORTAMACHO P/ROSCAR",""
OTROS,N081182,"GOMA P/BORRAR",""
OTROS,N081183,"SACAPUNTAS",""
OTROS,N081184,"CUTER TRINCHETA",""
OTROS,N010752,"QSFP - MODULO 40G-20KM BIFILAR ",""
OTROS,N062270,"PEN DRIVE ",""
OTROS,N0450415,"CARCASA DE NODO CON DESCRIPCION EN PARTIDA",""
OTROS,N030391,"KIT DE LIMPIEZA Y MANTENIMIENTO P/SOLDAR",""
OTROS,N081186,"GAZEBO PLEGABLE 3x3",""
OTROS,N081190,"INTERFAZ AUDIO AI-MICRO 2 CANALES 3,5mm",""
OTROS,N081191,"FUNDA CAPUCHON P/MICROFONO",""
OTROS,N081192,"SOPORTE ATRIL PARA CELULAR o TABLET",""
OTROS,expensas JC,"expensas JC ",""
OTROS,N081193,"GRUPO ELECTROGENO ",""
OTROS,N081194,"MICROFONO",""
OTROS,FACTTC,"FACTURAS TC A RECIBIR","FC DE TC AMEX-VISA-MERCADO PAGO"
OTROS,N081195,"BORNE P/JABALINA PUESTA TIERRA",""
OTROS,N081196,"JABALINA PUESTA TIERRA",""
OTROS,N081197,"BOTÓN PULSADOR 28MM TIPO ARCADE",""
OTROS,N081198,"FICHA PUG 1/4' - 6,5mm AUDIO",""
OTROS,N030397,"KIT DE LIMPIEZA P/CELULARES",""
OTROS,N081201,"BISAGRA",""
OTROS,N081202,"CERRADURA PUERTA - DOBLE PERNO",""
OTROS,N081203,"HIDROLAVADORA",""
OTROS,N081204,"LIJA",""
OTROS,OBRAEDET,"OBRA EDET ","CARGOS DE ENERGIA EXENTOS"
OTROS,N081207,"LIMITE DE CARRERA P/PORTON",""
OTROS,N081211,"TANZA",""
OTROS,N030400,"CORTA VIDRIO",""
OTROS,N030402,"ESCUADRA MAGNETICA",""
OTROS,N081213,"ACEITE",""
OTROS,N030403,"GATO TIJERA",""
OTROS,N081217,"PEGAMENTO",""
OTROS,ACCIONES,"ACCIONES CON COTIZACION",""
OTROS,N081219,"FUNDA BOLSO DE PROTECCION",""
OTROS,APPGO,"APLICACION TV",""
OTROS,N081220,"KEROSENE",""
OTROS,N081222,"PORTA LAPICES",""
OTROS,N081223,"CAJA ESTANCO",""
OTROS,I081058,"CIRCUITO INTEGRADO-IMPORTADO ",""
OTROS,N010787,"PLACA CAPTURA - REPRODUCCION SDI 4K - BLACKMAGIC DECKLINK",""
OTROS,N081226,"LUZ DE EMERGENCIA",""
OTROS,N081227,"INTERCOMUNICADOR",""
OTROS,N020552,"MANGUERA",""
OTROS,N020554,"AISLANTE P/CAÑO DE COBRE",""
OTROS,N030407,"MANGO CRIQUE",""
OTROS,N010789,"PUERTA DE ENLACE VOIP - GATEWAY",""
OTROS,N081228,"BALIZA",""
OTROS,I010795,"MULTIPLEXOR NDS3107C-IMPORTADO","IMPORTADO"
OTROS,N010795,"MULTIPLEXOR NDS3107C",""
OTROS,RACC,"RENDIMIENTO ACCIONES CON COTIZACION",""
OTROS,ARACC,"ARANCELES ACCIONES CON COTIZACION",""
OTROS,BORD,"PARTICIPACION BORDERAUX SHOW FUTTURA, HIPODROMO DE TUCUMAN",""
OTROS,N030408,"MALACATE",""
OTROS,N081229,"ADAPTADOR UNIVERSAL",""
OTROS,N030409,"ESCOBA P/CESPED",""
OTROS,N0450423,"AISLADOR ",""
OTROS,N030054,"BOBINA LANZA.FC-SC/APC x1000mt",""
OTROS,N081230,"SEPARADOR DE CARTULINA P/BIBLIORATOS (x5unds)",""
OTROS,N081231,"ADAPTADOR KVM - 4 PUERTOS",""
OTROS,N030411,"KIT DESTORNILLADORES",""
OTROS,N030412,"KIT DE PINZAS",""
OTROS,N081232,"REMACHES",""
OTROS,N081235,"BORNERA",""
OTROS,N081236,"FUSIBLE",""
OTROS,RETIRO,"COSTO DE RETIRO DE INSTALACION",""
