categoria,codigo,nombre,descripcion
OTROS,N020029,"ADAPTADOR PIN GRUESO NACIONAL",""
OTROS,I020030,"EMPALME H-H  P/RG-6/RG-59 IMPORTADO",""
OTROS,N020030,"EMPALME H-H  P/RG-6/RG-59 NACIONAL",""
OTROS,GPS,"GPS",""
OTROS,N020043,"MINI CUPLER 9DB NACIONAL",""
OTROS,DHI-VTA8311A,"Totem de Emergencia","DHI-VTA8311A"
OTROS,Axxon Soft,"Plataforma gestión de video","Axxon Soft"
OTROS,DHI-EVS5124S,"Hadware de Grabación","DHI-EVS5124S"
OTROS,Instalación Puntos,"Instalación Puntos","Instalación Puntos"
OTROS,Publi,"PUBLICIDAD",""
OTROS,I010393,"NVR5464-4KS2 IMPORTADO","DAHUA"
OTROS,N010393,"NVR5464-4KS2 NACIONAL",""
OTROS,I010394,"NVR5432-16P-I/L IMPORTADO","DAHUA"
OTROS,N010394,"NVR5432-16P-I/L NACIONAL",""
OTROS,n020044,"MINI CUPLER 12DB NACIONAL",""
OTROS,020058,"NANO BEAM M5- 16DB NACIONAL","UBIQUITI"
OTROS,N020199,"FILTRO PASA ALTOS - HPF-54 NACIONAL",""
OTROS,N020182,"ADAPT. ENCHUFE MIX A OBLICUO NACIONAL",""
OTROS,N030037,"ZUNCHADORA NACIONAL",""
OTROS,N030039,"PASTECA SIMPLE NACIONAL",""
OTROS,N030041,"VFL 20 KM NACIONAL",""
OTROS,I030041,"VFL 20 KM IMPORTADO",""
OTROS,N030063,"PELADORA .500 NACIONAL",""
OTROS,N030089,"ZAPATA MOVIL P/ESC. EXTEN. NACIONAL","C/BULON y TUERCA"
OTROS,N030090,"VFL 10-20 KM NACIONAL","LITERNA P/F.O"
OTROS,I030090,"VFL 10-20 KM IMPORTADO","LITERNA P/F.O"
OTROS,OBRA,"OBRA",""
OTROS,N030095,"Antiparras FRAVIDA NACIONAL",""
OTROS,N030097,"MOTOSIERRA PROFESIONAL NACIONAL","PRO50-22' 49CC"
OTROS,DEPORTIVAS,"SEÑALES DEPORTIVAS",""
OTROS,BASICAS,"PROGRAMACIÓN SEÑALES BASICAS",""
OTROS,FOX,"SEÑALES PREMIUM",""
OTROS,MENSUAL,"PROGRAMACIÓN MENSUAL",""
OTROS,Mega002,"Megas Corral de Bustos",""
OTROS,Mega003,"Megas Cordoba Proy. Plaza 1",""
OTROS,Mega004,"Megas Cordoba Proy. Plaza 2",""
OTROS,N010402,"DISTRIBUIDOR ENERGIA 16A - EATON ATS",""
OTROS,I030103,"VFL HASTA 10 KM - CN IMPORTADO","LITERNA P/F.O"
OTROS,N030103,"VFL HASTA 10 KM - CN NACIONAL","LITERNA P/F.O"
OTROS,I030135,"MICROSCOPIO F.O. 400X IMPORTADO","T&M"
OTROS,N030135,"MICROSCOPIO F.O. 400X NACIONAL","T&M"
OTROS,030137,"ROTOMARTILLO ",""
OTROS,030145,"CONO SEGURIDAD VIAL","NARANJA/NEGRO"
OTROS,030147,"DISPENSADOR DE ACOHOL ISIPROP.",""
OTROS,030148,"CUTTER TRAPEZOIDAL 19mm",""
OTROS,030177,"GAS BUTANO REPUESTO P/SOPLETE",""
OTROS,030184,"BUSCAPOLO SIN CONTACTO - VIRU-VIRU ",""
OTROS,040032,"Acoplador Direccional 12db",""
OTROS,040044,"Ecualizador de Linea 9db",""
OTROS,I040098,"ADAPTADORES SC/APC IMPORTADO",""
OTROS,N040098,"ADAPTADORES SC/APC NACIONAL",""
OTROS,N040203,"FLEJE PERFORADO REGULABLE NACIONAL",""
OTROS,N040139,"TAPON SEGURIDAD 75 OHM NACIONAL","CR CC"
OTROS,INSTALACION,"INSTALACION, CONFIGURACION Y PUESTA EN MARCHA WI-FI",""
OTROS,ITEM1,"ITEM 1.1",""
OTROS,ITEM2,"ITEM 1.2",""
OTROS,ITEM3,"ITEM 1.3",""
OTROS,N030138,"KIT 3 PINZAS ALTO VOLTAJE PLANA-PUNTA-ALICATE",""
OTROS,N040205,"ANCLA DOBLE HELICE GALVANIZADA NACIONAL",""
OTROS,N040206,"GUARDA CABO MN-2016 NACIONAL",""
OTROS,N040207,"AISLADOR MN-20 (202032) NACIONAL",""
OTROS,N040220,"TAPON CIERRE MONOTUBO NACIONAL",""
OTROS,I040241,"AMPLIFIC. DE LINEA VA-860 IMPORTADO",""
OTROS,N040241,"AMPLIFIC. DE LINEA VA-860 NACIONAL",""
OTROS,N040253,"GRILLETE-GUARDACABO NACIONAL","ALUMINIO"
OTROS,N040254,"RETENCION AUTOAJUSTABLE NACIONAL",""
OTROS,N040302,"PRENSACABLE 3/16 METAL NACIONAL",""
OTROS,N040305,"MONOTUBO x Mts. NACIONAL",""
OTROS,N040311,"BITUBO x Mts NACIONAL",""
OTROS,N040325,"ECUALIZADOR DE LINEA 11DB NACIONAL",""
OTROS,N040326,"BORNE P/JABALINA 3/4 NACIONAL",""
OTROS,N040333,"TERMINAL TELEF. EMERGENCIA NACIONAL",""
OTROS,N060049,"CELULAR IPRO OPAL 4S NACIONAL",""
OTROS,N060073,"CONTROL ACCESO DHIASA4214F NACIONAL","DAHUA"
OTROS,I060073,"CONTROL ACCESO DHIASA4214F IMPORTADO","DAHUA"
OTROS,N060088,"MEMO RAM 16GB PC4 - 2400 NACIONAL","KINGSTON"
OTROS,N080050,"CAJA SEGURIDAD P/EMPOTRAR NACIONAL",""
OTROS,N080086,"BODYCAM  DH-MPT220 NACIONAL","DAHUA"
OTROS,I080086,"BODYCAM  DH-MPT220 IMPORTADO","DAHUA"
OTROS,N040307,"TRITUBO x mts. NACIONAL",""
OTROS,090001,"Mouse Melody",""
OTROS,090002,"Parlantes Melody",""
OTROS,090003,"Teclado Melody",""
OTROS,SEGURIZ952097,"MITIGACION 952097 SALTA","Transito IP"
OTROS,SEGURIZ952098,"MITIGACION 952098 CATAM-PERU","Transito IP"
OTROS,SEGURIZ952102,"MITIGACION 952102 P.GARCIA 175","Transito IP"
OTROS,I010297,"DCFW-1800E-N6008 SECURITY GATE",""
OTROS,N010297,"DCFW-1800E-N6008 SECURITY GATE",""
OTROS,MANT,"MANTENIMIENTOS VARIOS",""
OTROS,MEGAS,"MEGAS",""
OTROS,I080093,"BOTON ANTIPANICO RC978"," DAHUA - EMERGENCY BUTTON"
OTROS,I080094,"MICROF. M869"," DAHUA - MOBILE HAND MICROPHONE"
OTROS,N080093,"BOTON ANTIPANICO RC978 NACIONAL"," DAHUA - EMERGENCY BUTTON"
OTROS,N080094,"MICROF. M869 NACIONAL"," DAHUA - MOBILE HAND MICROPHONE"
OTROS,insumos,"EQUIPOS DE COMPUTACION 10,5%",""
OTROS,COMIS,"COM. BANCARIAS POR IMPORTACION",""
OTROS,SDOTECFAVAFIP,"SALDO TECNICO A FAVOR DE AFIP",""
OTROS,MES,"MES ",""
OTROS,PC,"COMPUTADORA",""
OTROS,N080097,"PULSADOR PUERTA SALDIDA T60B - NACIONAL",""
OTROS,N080098,"CERRADURA ELECTROMAGNETICA ",""
OTROS,PRESCAP,"CAPITAL PRESTAMOS",""
OTROS,insumos2,"EQUIPOS DE COMPUTACION 21%",""
OTROS,CARFIN,"Cargos Financieros ",""
OTROS,CREDEBYCRED,"Credito por Imp.Deb y Cred Bancario",""
OTROS,Vidrio01,"Reparación de piel de vidrio","1 Paño sector Gimnasio"
OTROS,TRANSITO IP,"TRANSITO IP",""
OTROS,VPN,"VPN/ L2L",""
OTROS,CERTIFICADO ,"CERTIFICADO",""
OTROS,REINSTALACION," COSTO REINSTALACION",""
OTROS,FUENTES,"FUENTES DOCSIS",""
OTROS,030067,"peladora de vaina acs/acs-2 de 5,32'-25,64'",""
OTROS,N060100,"TELEF. VOIP SIP-T19-E2 -- YEALINK",""
OTROS,CISI,"CISI",""
OTROS,TRASLADO,"SALDO INICIAL TANGO",""
OTROS,N030139,"KIT 12 DESTORNILLADORES ELECTR. DESARMABLES",""
OTROS,N030140,"MOTOSIERRA 52,0cc 510mm 2,8HP - NAFTA",""
OTROS,Pantallas,"Pantallas Video Wall","46' "
OTROS,Puesto de Trabajo,"Puesto de Trabajo - Centro de Monitoreo",""
OTROS,N030141,"PORTA BOBINA CHICO",""
OTROS,ManteInsREND,"Mantenimiento e Insumos Rendicion",""
OTROS,RECAUD,"Recaudación",""
OTROS,PEDFOND,"Solicitud de Fondos",""
OTROS,SALDO PROVIDERS TANGO,"SALDO INICIAL PROVIDERS TANGO",""
OTROS,SILLA,"SILLA EJECUTIVA DE OFICINA",""
OTROS,PINF90,"PIN FINO 90º",""
OTROS,MAUQINARIA,"MAQUINARIAS",""
OTROS,SN,"SUELDOS & JORNALES + MO",""
OTROS,EQUIPO,"COSTO DE INSTALACION Y EQUIPOS",""
OTROS,N060110,"PROCESADOR AMD 5PRO ",""
OTROS,N060111,"PLACA MADRE A520M-HDV AM4",""
OTROS,FUMIGACION,"FUMIGACION",""
OTROS,PXS,"Pago por subrogación",""
OTROS,Pode,"Poder General",""
OTROS,Estat,"Estatuto",""
OTROS,Const,"Constataciones",""
OTROS,Distrac,"Distractos",""
OTROS,Legali,"Legalización",""
OTROS,ENvCD,"Envio Carta Documento",""
OTROS,ENVDG,"Envio Documentación en General",""
OTROS,CedAzul,"Cedula Azul",""
OTROS,Transf,"Transferencia Automotor",""
OTROS,Tasas,"Tasa F.1924",""
OTROS,Tas,"Tasas Municipales (Legales)",""
OTROS,MYU,"Muebles y Utiles",""
OTROS,N080100,"PLAQUETA UNIVERSAL QD-U08PGC+ para A/A.",""
OTROS,MATERIALES AL 10.5,"MATERIALES AL 10.5",""
OTROS,MATERIALES AL 21,"MATERIALES AL 21",""
OTROS,SICGAN,"SICORE-GANANCIAS",""
OTROS,INST,"COSTO DE INSTALACION ",""
OTROS,DIRIP,"DIRECCIONES IP",""
OTROS,DETMIDDOS,"DETECCION Y MITIGACION DE DDOS","Transito IP"
OTROS,CAMBIO,"CAMBIO DE EQUIPO",""
OTROS,N020230,"FICHA PLUG HUECO c/PIN CENTRAL 6x4,3x1,2mm",""
OTROS,090201,"Sillas",""
OTROS,090005,"Teclado ",""
OTROS,VISITA ,"VISITA TECNICA",""
OTROS,SEGURIZ1067843,"MITIGACION 1067843 CORRAL DE BUSTOS","Transito IP"
OTROS,090301,"EQUIPOS CELULARES",""
OTROS,Sellobcrio,"Sello Bancario",""
OTROS,N040148,"TAPON CARGA 75 OHM - NACIONAL",""
OTROS,SUSTITUTO,"RETENCION GANACIA RESPONSABLE SUSTITUTO",""
OTROS,090304,"VINCHA AURICULAR",""
OTROS,090306,"SILLA DE ESCRITORIO ROYAL DESIGN",""
OTROS,AccesoD282622359,"Acceso Dinamico 282622359 - Capital Federal CPA","Acceso Dinamico"
OTROS,AccesoD282623943,"Acceso Dinamico 282623943 Rosario CPA","Acceso Dinamico"
OTROS,AccesoD282623796,"Acceso Dinamico 282623796 - Cordoba CPA","Acceso Dinamico"
OTROS,440509,"440509:342578 Central Acceso Extremo Adicionales","Central de Acceso Extremo"
OTROS,342578,"440509:342578 Mantenimiento","Central de Acceso Extremo"
OTROS,1286204,"Plaza Republica de Panama","Transito IP"
OTROS,1294244,"Plaza Luz Vieira Méndez","Transito IP"
OTROS,1327313,"Plaza Barrio Sastre","Transito IP"
OTROS,1327318,"Plaza Altos de Velez Sarfield","Transito IP"
OTROS,1367025,"Plaza Solares de Santa María","Transito IP"
OTROS,1376983,"Plaza Prof Dr Nimio de Anquin","Transito IP"
OTROS,1376989,"Plaza Juan XXIII","Transito IP"
OTROS,1446112,"Plaza Blas Parera","Transito IP"
OTROS,1485596,"Plaza 9 de Julio","Transito IP"
OTROS,1485664,"Plaza de la Virgencita","Transito IP"
OTROS,1485669,"Plaza Libertad","Transito IP"
OTROS,1547010,"Plaza Vicecomodoro Marambio","Transito IP"
OTROS,1547027,"Plaza Ecológica","Transito IP"
OTROS,1547051,"Parque Autoctono","Transito IP"
OTROS,1547059,"Plaza Alberdi","Transito IP"
OTROS,1640800,"Plaza Alfonsina Storni","Transito IP"
OTROS,1678663,"Plaza Soconcho","Transito IP"
OTROS,1679001,"Plaza Ampliacion San Pablo","Transito IP"
OTROS,1436697,"Plaza Smata","Transito IP"
OTROS,Capa,"SISTEMA CAPACITACIONES Y CONSULTAS",""
OTROS,HONpROF,"Verificador de Aduana (Importaciones)",""
OTROS,N030143,"CARETA APICULTOR",""
OTROS,BLOQUE I,"BLOQUE I",""
OTROS,BLOQUE II,"BLOQUE II",""
OTROS,BLOQUE III,"BLOQUE III",""
OTROS,BLOQUE IV,"BLOQUE IV",""
OTROS,BLOQUE V,"BLOQUE V",""
OTROS,IIBBCONVENIO,"CONVENIO / IIBB","IMPUESTOS"
OTROS,CFI,"Cargos Financieros Impositivo",""
OTROS,CANON,"CANON ENACOM",""
OTROS,3814110750,"3814110750 AccesoToncal IP","3814110750 AccesoToncal IP"
OTROS,AP,"CONFIGURACION AP",""
OTROS,Sueldos terceros,"Sueldos de terceros","Sueldos de terceros"
OTROS,Costos no deducibles,"Costos no deducibles","Cargos y otros no deducibles de ganancias"
OTROS,090310,"ALICATE DE CORTE OBLICUO",""
OTROS,090311,"CAMA de 1 PLAZA - QUEBRACHO BLANCO",""
OTROS,FUSIONES,"FUSIONES DE F.O.",""
OTROS,IPCZS,"DETALLE EQUIPOS :",""
OTROS,RETENCION,"RETENCION",""
OTROS,PREFORMADA,"RETENCION PREFORMADA",""
OTROS,FLEJE,"FLEJE",""
OTROS,HEBILLA,"HEBILLA",""
OTROS,VENTABSUSO,"Venta Bienes de Uso","Venta Bienes de Uso"
OTROS,N030181,"REPUESTO FILO CUTTER TRAPEZOIDAL X 10 UN.",""
OTROS,VENTA 10.5,"VENTA BIEN DE USO",""
OTROS,040033,"Acoplador Direccional 16db",""
OTROS,040031,"Acoplador Direccional 8db",""
OTROS,Vtacolumbo,"Deudores por Venta Columbo","Abonados columbo"
OTROS,090313,"ALICATE DE CORTE OBLICUO 6'",""
OTROS,N040187,"AMPLIFIC. DE LINEA 550 C/RETOR",""
OTROS,N010168,"DEMODULADOR TECSYS TS 5605 A - NACIONAL",""
OTROS,N030167,"DEVANADORA",""
OTROS,N040330,"ECUALIZADOR DE LINEA 09DB NACIONAL",""
OTROS,N040034,"INSERTOR DE POTENCIA 60/90V - NACIONAL",""
OTROS,N030168,"JUEGO DE LLAVER TORX",""
OTROS,N030169,"JUEGO DE LLAVES T (11, 12, 13 Y 14)",""
OTROS,N030170,"LIMA DE METAL ",""
OTROS,N010429,"MINI MODE DFB MN 870 MHZ 2 MW",""
OTROS,N010433,"MODULO DE MONITOREO TA8604JL-R",""
OTROS,N030182,"MORDAZA TIPO PEINE UNIVERSAL",""
OTROS,N030185,"TIJERA PARA OJALATA",""
OTROS,SINDICATO,"Sindicato ","cuota sindical a pagar"
OTROS,OBRAENCURSO,"Obra en Curso","Proyectos/obras"
OTROS,CHRECHAZADO,"Cheque Rechazado","rechazo de valores propios y terceros"
OTROS,MANTENIMIENTOMAQUINARIA,"Mantenimiento Maquinarias","todo tipo de mantenimiento a las maquinarias"
OTROS,GOCUENPARTICULAR,"GO deudas fiscales","deudas impositivas nacionales y provinciales"
OTROS,N010436,"NVR4232-4KS/L - DAHUA",""
OTROS,CTASOCIO,"Cuenta particular P.Olarte","Cuenta Particular socios"
OTROS,N050002,"ANTIPARRAS",""
OTROS,N050004,"MASCARA PARA SOLDAR",""
OTROS,N050103,"PERFORADORA",""
OTROS,N050105,"ABROCHADORA",""
OTROS,N050106,"PORTALAPICES",""
OTROS,N050107,"LAPICERAS",""
OTROS,N050108,"ART. VARIOS DE LIBRERÍA",""
OTROS,N030186,"ODOMETRO",""
OTROS,N030188,"PUNTA PARA SOPLETE AEROSOL",""
OTROS,equipos 10.5,"EQUIPOS",""
OTROS,N020305,"PITON Nº8 NACIONAL",""
OTROS,N020306,"PITON Nº6 NACIONAL",""
OTROS,N020179,"IP-TV BOX (muestra) NACIONAL",""
OTROS,I020179,"IP-TV BOX (muestra) IMPORTADO",""
OTROS,HONORARIOS,"Honorario por Gerenciamiento y Asesoramiento Legal, Fiscal y Contable ",""
OTROS,KITS,"ENTREGA DE KITS + INSTALACION",""
OTROS,gasnorysat,"Gasnor - Sat","Gas y Agua a pagar"
OTROS,N030191,"BOCALLAVE HEXAGONAL 1/2' X 11 MM",""
OTROS,N030194,"BOCALLAVE HEXAGONAL 1/2' X 10 MM",""
OTROS,N030195,"BOMBA VACIO 70 LTS/M",""
OTROS,N030196,"GARRAFA P/SOLDADURA REFRIG. 400 G",""
OTROS,N030198,"MANOMETRO/MANIFOLD CUERPO DE BRONCE",""
OTROS,N030199,"PUNZON EXPANSOR",""
OTROS,N030200,"VARILLA PARA SOLDAR PLATA",""
OTROS,N030201,"PICO PARA SOLDAR GIRATORIO",""
OTROS,N030099,"LETROGRAFO PLASTICO X 30 MM",""
OTROS,N030101,"MARCADOR AL ACEITE PUNTA REDONDA COLOR NEGRO",""
OTROS,item 1,"15 PUNTOS DE CONEXION FTTH 30/15 PROVIDERS ",""
OTROS,ITEM 2,"5 PUNTOS DE CONEXION TRAFICO FTTH ENTRE DC Y PLAZA  BW 30/15 PROVIDERS",""
OTROS,TRABAJOS,"TRABAJO DE REFACCION Y REACONDICIONAMIENTO",""
OTROS,100001,"Bornera De Paso 6mm",""
OTROS,100002,"Bornera De Paso 6mm Bpn",""
OTROS,100015,"Cajas octogonales p/electricidad",""
OTROS,100016,"Cajas rectangulares p/electricidad",""
OTROS,100046,"Impresora marca Brother DCP-L5600DN multifunción",""
OTROS,100052,"Jabalina 5/8 X1m",""
OTROS,100056,"PatchFO SC/APC to SC/APC SM 15Mts Sim Verde",""
OTROS,100057,"Periscopio de 6 salidasas cableado",""
OTROS,100060,"PLACA HUAWEI 16 PORT",""
OTROS,100063,"PUENTE FIJO PARA BORNE de 6 mm",""
OTROS,100065,"Riel DIN",""
OTROS,100066,"Rosca tomacable T2",""
OTROS,100068,"Soporte",""
OTROS,100070,"Tablet Samsung Galaxy Modelo Tab10",""
OTROS,MERCREC,"mercaderia a recibir","compra de mercaderia pte de recepcion"
OTROS,MERCREC10.5,"mercaderia a recibir 10.5","compra de mercaderia pte de recepcion"
OTROS,100106,"BOTON ANTIPANICO RC978"," DAHUA - EMERGENCY BUTTON"
OTROS,100107,"MICROF. M869"," DAHUA - MOBILE HAND MICROPHONE"
OTROS,N030203,"CUTTER COMUN 18mm",""
OTROS,N030204,"REPUESTO FILO CUTTER 18mm",""
OTROS,100118,"Bornera De Paso 6mm x10","Bornera De Paso 6mm x10"
OTROS,100123,"Cajas de acceso  en las instituciones","Cajas de acceso  en las instituciones"
OTROS,100127,"Filtro de linea 220V 10A","Filtro de linea 220V 10A"
OTROS,100135,"Pulsador de emergencia NC - NA","Pulsador de emergencia NC - NA"
OTROS,PAQUETE,"PAQUETE CODIFICADO FUTBOL",""
OTROS,1851935,"Plaza Cayol","Transito IP"
OTROS,1851965,"Plaza Moreira","Transito IP"
OTROS,1858720,"Plaza Capitan Manzoti","Transito IP"
OTROS,1869924,"Plaza Venezuela","Transito IP"
OTROS,1869932,"Plaza Paganetto","Transito IP"
OTROS,1869939,"Plaza Fuentealba","Transito IP"
OTROS,1869953,"Plaza San Jorge","Transito IP"
OTROS,1881848,"Plaza Panamericano","Transito IP"
OTROS,1881864,"Plaza ATE","Transito IP"
OTROS,1888470,"Plaza Colinas Velez Sarfield","Transito IP"
OTROS,1888479,"Plaza California","Transito IP"
OTROS,1888500,"Plaza Ayacucho","Transito IP"
OTROS,1891860,"Plaza de los Rios","Transito IP"
OTROS,1891904,"Plaza Las Dalias","Transito IP"
OTROS,1906613,"Plaza Nuñez",""
OTROS,1906642,"Plaza Empalme","Transito IP"
OTROS,1921384,"Plaza Zumaran","Transito IP"
OTROS,1927629,"Plaza Congreso de Tucuman","Transito IP"
OTROS,1928232,"Plaza San Fernando","Transito IP"
OTROS,1928509,"Plaza Kennedy","Transito IP"
OTROS,1928514,"Plaza CV Kennedy","Transito IP"
OTROS,1928528,"Plaza San Jose Obrero","Transito IP"
OTROS,1945651,"Plaza El Trebol","Trsnito Ip"
OTROS,1945660,"Plaza Arenas","Transito IP"
OTROS,1945665,"Plaza 17 de Julio","transito IP"
OTROS,GRUPOELECTROGENO,"Grupo Electrogeno Guardian 8 KVA Monofasico","grupo electrogeno"
OTROS,N040155,"TORNIQUETE Nº5 ZINCADO",""
OTROS,N010501,"DSLAN",""
OTROS,N010502,"ARRIS DSR 4450",""
OTROS,N010513,"IRD EXO",""
OTROS,N020400,"mesa en L con cajones 150 x 150",""
OTROS,N020409,"FILTRO PASA ALTOS PCT-HPFA-102",""
OTROS,N040503,"CENTRAL TELEFONICA ARRIS 2020 ",""
OTROS,N040504,"EQUIPO DE TRAMA TELEFONICA ",""
OTROS,N060201,"PLACA DE CONTESTADOR TELEFONICO",""
OTROS,N060202,"QAM ND530 16 IN 1",""
OTROS,N090100,"ESCRITORIO 1 MTS",""
OTROS,N090101,"ESCRITORIO 1,4-1,5 MTS",""
OTROS,N090102,"GRUPO ELETROGENO 15 KVA",""
OTROS,N090103,"ESCRITORIO EN L 120 x 120",""
OTROS,N090104,"impresora HP laserjet pro m521",""
OTROS,N090105,"lector de huella digital",""
OTROS,N090106,"maquina de contar",""
OTROS,N090108,"Sillas de oficina",""
OTROS,N060212,"Mouse ",""
OTROS,BPAyps,"BIENES PERSONALES ACCIONES Y PARTICIPACION SOCIETARIA",""
OTROS,ASISTENCIA,"ASISTENCIA",""
OTROS,RELOJ,"RELOJ CONTROL DE ACCESO",""
OTROS,TRACTOR 10.5%,"TRACTOR",""
OTROS,N030306,"MACHETE TIPO CIRIRI-20'",""
OTROS,VIRTUALIZACION,"VIRTUALIZACION",""
OTROS,EJEMPLO,"MATERIAL X",""
OTROS,SILLASS,"Sillas",""
OTROS,N080101,"ELECTRODO 2,5mm P/SOLDAR - PUNTA AZUL",""
OTROS,N060214,"PROYECTOR BENQ MP611",""
OTROS,N030309,"ADAPTADOR SDS + MANDRIL PARA ROTOMARTILLO",""
OTROS,I060085,"SOPORTE BRACKET - PKC-MS0A P/LCH75 - IMPORTADO","DAHUA"
OTROS,N060085,"SOPORTE BRACKET - PKC-MS0A P/LCH75 - NACIONAL","DAHUA"
OTROS,SERVSEG,"SEGURIDAD PRIVADA",""
OTROS,RECARGO,"RECARGO BILLETES BAJA NOMINACION",""
OTROS,OSDE,"OSDE FLIA OLARTE","SERVICIO DE MEDICINA LABORAL"
OTROS,ASISTENCIASOPO,"SOPORTE Y ASISTENCIA",""
OTROS,MANTVE,"MANTENIMIENTO VEHICULOS",""
OTROS,PASACABLESP,"PASACABLE PLASTICO",""
OTROS,FOR,"INSTALACION",""
OTROS,N080102,"PULSERA ELECTRONICA - KIT COMPLETO",""
OTROS,MITIGACION 1238277,"MITIGACION 1238277","Transito IP"
OTROS,N030312,"MESA PLEGABLE PARA FUSIONAR",""
OTROS,N060215,"NETEBOOK HP ",""
OTROS,N040510,"CASSETTE P/BOTELLA DE EMPALME",""
OTROS,N010682,"DVD NOBLEX DVH1700",""
OTROS,N080104,"RELOJ BIOMETRICO ANVIZ",""
OTROS,N060220,"REFLECTORES 30W",""
OTROS,N010694,"TRANSMISOR CATV TUOLIMA",""
OTROS,N060227,"CONTROL ACCESO - HUELLA DIGITAL",""
OTROS,I030317,"ADAPTADOR ETHERNET",""
OTROS,N030317,"ADAPTADOR ETHERNET",""
OTROS,20SW000153268,"R-SW-AOS-PRO PRD",""
OTROS,Reinstatement Fees,"Reinstatement Fees",""
OTROS,20SM6L280497,"RS-HW-PRD-MY",""
OTROS,PORTAL,"PORTAL CAUTIVO",""
OTROS,N040512,"KIT DE INSTALACION STARLINK",""
OTROS,R1,"CAMISA DE JEAN TALLE 52",""
OTROS,R2,"CAMISA DE JEAN TALLE 40",""
OTROS,R3,"CAMISA DE JEAN TALLE 42",""
OTROS,R4,"PANTALON DE JEAN TALLE 42",""
OTROS,R5,"PANTALON DE JEAN TALLE 40",""
OTROS,R6,"PANTALON DE JEAN TALLE 52",""
OTROS,R7,"CAMPERA POLAR TALLE 'L'",""
OTROS,R8,"CAMPERA POLAR TALLE 'XXL'",""
OTROS,N080105,"CABO DE VIDA ANTICAIDA",""
OTROS,N080107,"BANDERA DE PELIGRO",""
OTROS,N080108,"GAFAS OSCURAS DE SEGURIDAD",""
OTROS,N010312,"TIME CREATOR 1000SYMMETRICOM",""
OTROS,N030325,"VIDRIO OSCURO MASCARA SOLDAR",""
OTROS,N030326,"VIDRIO TRANSPARENTE MASCARA SOLDAR",""
OTROS,N080822,"KIT MICROF. P/CELULAR C/CAPUCHON Y AURICULAR",""
OTROS,N080823,"BRAZO HIDRAULICO P/PUERTA",""
OTROS,N030331,"PINCEL CHICO",""
OTROS,N030332,"PINCEL MEDIANO",""
OTROS,N030333,"PINCEL GRANDE",""
OTROS,N030335,"CONVERTIDOR DE OXIDO",""
OTROS,N080827,"CAÑO ESTRUC. 100x100x1,6",""
OTROS,N080828,"ESTOPA",""
OTROS,N080831,"ESTUFA/ CALOVENTOR",""
OTROS,N080832,"PESTILLO ELECTRONICO",""
OTROS,N080839,"CUADERNO GRANDE",""
OTROS,N080840,"CUADERNO CHICO",""
OTROS,N080841,"MARCADOR RESALTADOR",""
OTROS,N080842,"MARCADOR AL AGUA",""
OTROS,N080843,"MARCADOR INDELEBLE",""
OTROS,N080844,"MARCADOR PARA PIZZARRA",""
OTROS,N080845,"FOLIO OFICIO",""
OTROS,N080846,"FOLIO A4",""
OTROS,N080847,"SOBRE OFICIO INGLES",""
OTROS,N080848,"LAPIZ NEGRO",""
OTROS,N080849,"GOMILLAS",""
OTROS,N080850,"BROCHES 10/50",""
OTROS,N080851,"BROCHES 21/6",""
OTROS,N080852,"BROCHES 23/6",""
OTROS,N080853,"BROCHES 23/8",""
OTROS,N080854,"BROCHES 24/6",""
OTROS,N080856,"CLIPS N°3",""
OTROS,N080857,"CLIPS N°6",""
OTROS,N080859,"CAJA ARCHIVO OFICIO/LEGAL",""
OTROS,N080863,"PLANCHUELA 1/2 X 3/16",""
OTROS,N080867,"PINTURA SINTETICA VERDE JHON DHEERE",""
OTROS,N030341,"TINER / THINNER",""
OTROS,N080868,"DELANTAL CUERO DESCARNE",""
OTROS,N080871,"LADRILLO HUECO",""
OTROS,N080875,"PROCESADOR DE AUDIO FM - M31",""
OTROS,N080876,"EXCITADOR FM - M31",""
OTROS,N080877,"ADAPTADOR P/RIEL DIN",""
OTROS,N080878,"PISOCANAL",""
OTROS,N080880,"FICHA MACHO",""
OTROS,N080881,"CAÑO ESTRUC. 100x20x1,6",""
OTROS,N080882,"CAÑO ESTRUC. 15x15x1,6",""
OTROS,N080883,"ENDUIDO",""
OTROS,N080885,"YESO",""
OTROS,N080886,"LIJA A AGUA 120 GR",""
OTROS,N080888,"TIRAFONDO N°10",""
OTROS,N060238,"HUB USB x4 PUERTOS",""
OTROS,N080808,"POST IT",""
OTROS,N080809,"CORRECTOR LIQUIDO",""
OTROS,N080810,"PERFORADOR MEDIANO",""
OTROS,N010707,"CONSOLA SONIDO - AUDIO",""
OTROS,CTASOCIOgo,"Cuenta particular G.Olarte","Cuenta Particular socios"
OTROS,CTASOCIOLr,"Cuenta particular L.Ritzer","Cuenta Particular socios"
OTROS,N080897,"UNION ¾'",""
OTROS,MB,"MEGAS",""
OTROS,LAN2LAN,"LAN2LAN",""
OTROS,N080899,"CANDADO CHICO",""
OTROS,N080900,"CANDADO MEDIANO",""
OTROS,N080901,"CANDADO GRANDE",""
OTROS,N080903,"HORNO MICROONDAS",""
OTROS,OBRA SOCIAL PLAN 210- OSDE,"OBRA SOCIAL PLAN 210- OSDE","OBRA SOCIAL PLAN 210- OSDE"
